meta,id,tweet,sentiment,emotion
meta,40596,Maa Ki Khidmat Karnewalo Ka Maidan E Hashr Me Makam - { Amazing } Short Bayan By Maulana Tariq Jameel https//t.co/5CzgGN0Ypm,neutral,others
meta,28901,RT @ayepazham To be happy is our choice.Some smile for 3.5 some cry for 3.95. Whatever it is may Allah ease.Congrats everyoneeee,positive,joy
meta,22198,@GummyMin _ Gloss Darte hai bc humse .... All those 100 fandoms try to unite just to stand against one fandom i have to laugh 😂😂,neutral,others
meta,7556,RT @AseerAchary Rashtrapati Bhawan is ready with all it ’ s beauty to welcome @narendramodi ji and his new team as the sun sets on its backy …,positive,joy
meta,21923,@SarfarazA _ 54 Dukh to hamen bhe bht howa h lekin dill se best of luck 👍👍 tum jeeto ya haaro hamain tum se pyaar h ...🤩… https//t.co/uPwNc3wDMn,positive,joy
meta,11781,Modi ji plzzzz is saal to kuch kaam kr lijiyega .. desh main halat kharab ho rahe hai.Videshon m apni pehchan se j … https//t.co/6YopViEDKV,negative,sadness
meta,29752,@EkThaEngg @AnupamPKher Bakwas band karke Odisha aake dekh k jao .... Dara singh kaun tha Pratap Sarangi kaun hain ..… https//t.co/9NneP5yBIY,neutral,others
meta,1773,I AM SO ANNOYED GOOD GOD like good god are you stupid ??? can't u see im being a passive aggressive bitch @u ?? why … https//t co/nUjD99wO2P,neutral,disgust
meta,23467,Awwwiee 💖 We love you too Queen ! ;)https//t.co/4Ie6IHxAqK,positive,joy
meta,20451,Tum Kahan se chalaoge jab Mata pita Bhi nahi chalate hain apni auladoon Ko .. laat mar karke no Nikaal dete hain .. nik … https//t.co/vK2wKMVK0R,neutral,others
meta,13052,@iamspeaks _ Gadhi ki aulad islam ko modi ke ane se jane se kuch fark nai padta islam kal bhi faila tha aaj bhi fela … https//t.co/cB1F7Lr3vQ,negative,others
meta,42234,@virendersehwag sir no 4 pr ajinkya rahane kya best option ni ho skte the ?,neutral,others
meta,39711,@Laddu _ modak _ ka @YusufAl43041306 @Joganindia @vivekagnihotri Abe gadhe Godhra ki baat bhi karle tere Jaise hum nahi … https//t co/V9xpGlSA9G,neutral,others
meta,28994,@brithume @KarlRove Well a beacon of truth said no one ever about Karl Rove or conspiracy-garbage hawker Brit Hume,positive,others
meta,12558,@kamaalrkhan And a Bollywood is it garbage off,neutral,others
meta,24463,@Samirs _ Style @itsSamarX _ @NamanSinghania _ @akkian _ warrior tu rehne de chaman tujhse na ho payega 😂😂 tu jaake vima … https//t.co/hMwH6tnCXZ,negative,disgust
meta,14299,Voice of America ko band keya jae.sara propaganda yahi kr raha hi ...,negative,sadness
meta,28066,@MaryamNSharif Jo Pakistan pe qarza dall gye # mian sb aur moter way girvi rakh di ? Ha koi jawab is ka,neutral,others
meta,22263,Vodafone walo k internet ko dekh k ye nhi smjh ata ye vodafone supernet 4G likh k hme tasalli dete h ya khud ko 🤔,negative,sadness
meta,36676,@akashbanerjee @abpnewstv Jhoot jhoot ... Khula jhoot ... Akal ka andha hona to samajh me ata hai ... Lekin aankh hone … https//t.co/AgWjO5ivo5,negative,sadness
meta,24596,@LibertyToExpres @gnnhdofficial @MediaCellPPP Tumhary zardari saab ne half Dubai kharida hai hmary paison se,neutral,others
meta,26986,@its _ revengers Abbey jaa is ko ek or goli maaro lakin sali is baar bachni nai chahiye nhi to goli maarne wale ko mene maar dena,negative,anger
meta,701,@suhailswarraich Journals k bare me.Bt ki isne jbhi isko ye cripption Ka certificate dia Gaya h,positive,others
meta,16542,@ZaidAarish @shoaib100mph Champions trophy me bhi 82 runs banae thy uske bad Pakistan ne jo kiya duniya ne dekha,positive,others
meta,45035,india cricket team ko icc world cup 2019 ki bahut sari subhkamnaye,positive,joy
meta,45032,@UKPTIOfficial Dunya walo dekho @ImranKhanPTI wo kaam karta h jo sirf or sirf gareeb ka sochta h aaj tk kisi ne nh … https//t co/tYoEV59cFx,neutral,others
meta,36434,@itx _ halloween Soo beautiful .. Indians jal rhay hain dhek ke ...,neutral,joy
meta,25140,Ye Us Kitaab Ki Nahi Chalne Dete Hey Jiski Ye Shapath Lete hey.✋🏻 What the fuck is going on here !,neutral,anger
meta,31615,@SAfridiOfficial Mae apke leye or Apke family ke leye Hamesa pray krti hu Lala jaan bboohhhoott khubsurat bboohhhoo … https//t.co/4qqMQrYl71,positive,joy
meta,42982,@ndtv Bihar me @NitishKumar ka wese bhi last year hai Jes é bhi election lade din pura ho Gaya hai !! Masoom bachhon ka haye to lagega hi !!,negative,sadness
meta,19738,@sweetnsaltyy _ Yeh to funny ni tha .😕 Ab mujay shak ho raha wesy bhi jo hasti thi wo kahen tanzia mazak to ni thi urati .🤔😂,neutral,others
meta,16071,RT @ashish888771 On this # WomensDay must know that # SantRampalji maharaj is supporting dowry free India beti bachaao .... & Married in 17…,positive,joy
meta,3083,@HariMirchein it's too much sticky high humidity is unbearable.bohat purana wala lawn suit zindabaad,positive,sadness
meta,10446,RT @IamRayyan _ Har larky ki khuahish * Eid per bas haircut perfect hona chahiye baaki ki kher hy * 😂😂😂,positive,joy
meta,8802,@kanhaiyakumar ABE JNU KE ZHANDU AMETHI ME GRAM PRADHAN KO GOLI MAAR DI WO NAHI DEKHA TUNE ? DOGLA KAHI KA.AC … https//t.co/vlKyPgJ2tw,negative,disgust
meta,21000,RT @Nmillybb Her boobs are perfect wow I ’ m getting my boobs done I ’ ve had enough https//t.co/8f4730yOvK,positive,joy
meta,26420,Namesthe hi Hum madhrasi Lok aapse yah BJP Se koie nafrat Nahi karthe Hain lakin Jo Tamil Nadu pe hai na aapki po … https//t.co/P4DTWdeXx9,negative,others
meta,842,RT @arydigitalasia Apki aik gawahi ne Mannat ko pagal saabit kerdia hai ... Watch # Cheekh tonight at 1000 PM only on # ARYDigital https/…,neutral,others
meta,36971,@HardikPatel _ Nahi ho farzi ke aandolan karte hain aur Janta ko paresaan karte hain aur CD banate hain woh bas jail … https//t.co/Ebwycq4ANx,neutral,sadness
meta,34944,@myogioffice sir hamare gram panchayat siswa mela 271206 pachpedwa me koi tube well Na hone ke Karan poora ganna so … https//t co/Knmyhe3Ufk,neutral,others
meta,14461,True .... The expectations are so low .... nothing's gonna change .... Koi badlao nehi hoga https//t.co/pmX7McanDI,negative,sadness
meta,12153,RT @winnervoting4 to our Maknae-Leader YOON please get well soon ! 🥺 please take care of yourself.rest well sleep well and eat well ! 🙏 @…,positive,others
meta,32779,RT @AbbyJohnson Our baby BOY is here !!! Welcome to the world Fulton Johnson ! ❤️ https//t.co/lnyoZMem7z,positive,joy
meta,20027,@MaryamNSharif Besharmi ki bhi koi had hoti hai @MaryamNSharif waese sahi kaha ap ne INSHAALLAH monh chupane ki … https//t.co/kFeDNU01Mu,negative,sadness
meta,24547,@Khubaibpatel2 @ani _ digital @ANI Wese to ab pakka confirm ho gya ki tu pakka chutiya h 😂 .. chal ja ab alvida ka na … https//t.co/1Zb8jlQQD0,negative,disgust
meta,15827,@MaryamNSharif bakwas ki hukmari hy corruption ki hukmarani hy awam ka diya howa paisy london ly ja kr urrany ki … https//t.co/kJ1jXE3pec,negative,others
meta,13092,@Killa _ Kash Lol yep June is the Best month of the year !!,neutral,others
meta,23249,RT @deepakinsanmsg # PledgeAgainstCorruption @derasachasauda @Gurumeetramrahim Dr Saint Gurumeet Ram Rahim Singh ji Insaan has asked all …,neutral,others
meta,6315,@usmankh93810765 @abhinavraj1607 ye hoti bewakoof o ki nisani .. india m toilet coverage 93% hain ..... pak m 58 %... muj … https//t.co/3bEyImiKVt,negative,sadness
meta,10733,RT @kxuuvy I hope I can see this from my fav person on the first day of eid https//t co/gJMKEiANuP,neutral,others
meta,19515,Shame on # bilawalBhutto He has proven to the world He is an Eunuch Khusra Jis main itni bhi mardangi nahi k apn … https//t.co/L4LeMFgMr8,negative,disgust
meta,36927,@akshaykumar sir really feeling aap ke reply ke hope mein hi mera jindagi hi jaayega pls sir reply # NewProfilePic … https//t.co/pZCNMvt3nB,positive,others
meta,33597,@SAMBIT _ PATRAg Tumhare purvajo ne Babasaheb Ko school se bahar rkha Dalito Ko Pani tk pine nhi dete the dalito … https//t.co/h3T4B1a6OL,negative,sadness
meta,9131,@Zohaib _ o1 this is true .. mai experience kr chuki hu,neutral,others
meta,30670,Best wishes to @Javedakhtarjadu @AzmiShabana pseudo atheist In new country in advance.Bon voyage .… https//t.co/srrMgV9uZC,neutral,others
meta,23574,Good luck to @Billy and @SmashingPumpkin as they kick off their European tour today ! https//t co/HPU2ilPcIF,positive,joy
meta,33317,@nehakhan44684 phir theek hai angry bird ko dekh ker khayaal aya tha kay khairiat to hai na main samjha pak team ka ghussa hai 😆😆,positive,joy
meta,17671,Gayle bhai doing what he does best.Thoka thaaki,positive,joy
meta,14982,RT @Panawasthy _ 31 Sang chal rahe hain .. Dhoop ke kinaare chhaaon ki tarah .. # stumbleduponthisone # stillstuckhere @Mumbai Maharashtra h …,positive,others
meta,17300,@Vinod1427 @ashokkmrsingh Tere jaise chutiye toh paida hi kyu hote hai !!! What a shame for your parents and for the … https//t.co/eeHwUns7Eu,negative,disgust
meta,16075,@ShaimaAF _ 7yaaaty enty thank youuuu walla tstahlon kl 5aaair 🧡🧡🧡 love you tooooo !!!💕💕,positive,joy
meta,45225,@Roadside _ Monk @Arjun _ gujju Aare bhai bhai bhai.😓 Single he mar jaynge ham.,neutral,sadness
meta,33964,@umair __ 56 @NomiOfficial19 @seebi17 Duaa kryn sbbb umair bhaiii sudhr jayn 😆🙌🙏🙏 Over emotional naa hon 😂😂 na kryn … https//t co/9fOoY0ylh6,positive,joy
meta,25077,@Dahiru16600517 @bae _ swanxy @abduldanga @EisahKrash @Bilkyysu Ha ha ha nayi shiru anan,neutral,others
meta,33875,@MkhalidJamil216 Gadhe ka Meat to nahi khate ... Tumhare jaise.Tabhi Gadhe jaise Raink Raha hai .... Jabse modi aaya … https//t.co/OALb1g8WG0,negative,others
meta,12228,@Ra _ Bies Why ? Kerala Lungi is the best invention so far !,neutral,others
meta,26923,RT @zainshabir00 Assalam O ' Alaikum Baap jannat ka darwaza hai Usay kholna hai todna nahi ❤ Never hurt your parents kabhi oonchi awaz …,positive,others
meta,22237,RT @shafiburfat congretulations BHARAT ham SINDHI nation ki taraf se sain narendra modi ji our sare BHARAT ko mubarak dete hen our umed k …,positive,joy
meta,14501,Please Do not Remove @Rahulgandhi we love You Coz because of You @BJP4India wins 😷😷 @ravishndtv Please aap kucch … https//t.co/IdvKXcq0qk,positive,joy
meta,13374,@BigBagOfKhan @PeterDellaPenna Pehle apni photo laga le fir dusro ko gyaan dena Aur haan context samajh ke jawaa … https//t co/9LIDxfZ9Jt,neutral,others
meta,7649,@retheeshraj10 Let's check all the EVMS and VVPAT of GUJARAT alone ... Sab samajh Aa jaega ... Why select and choose … https//t.co/dIdnouaaPo,negative,others
meta,6904,@AnjumHassaan lekin ALLAH ny dosru ki islah ka zaroor hukam diya hai.Agr koi galt kr rha ho aur hum usko roky naw … https//t.co/8VpAH4cTgJ,neutral,others
meta,30921,@foxtrot _ zulu93 meray to wo aik mamo bhi nahi aarahe is bar eid pe 😪,neutral,sadness
meta,14908,@BabaJotwani Actually Apke bare me koi ek decide Karna Muskil hai 🤗 but All your breakdown scenes It's Amazing 🤘👏👏👏 https//t.co/uJSHJ2y3Hy,positive,joy
meta,4297,too early to explore space too late to explore earthperfect to be stuck in bangalore traffic - @pa _ c _ 23 Badhiya bola hukum !,positive,others
meta,24940,RT @Waqqas _ Patel @JubairReja @Inzamamur @its _ centimeter @Baat _ Sunoo @0point12 Yeh sachhi mohabbat se behtar nahi bro 👍,neutral,others
meta,12965,RT @rakeshhemnani2 @ShiprocketIndia ek Number Ke Bade Chor Hai Yeah Sabse Bade Wale Chor.Chorrocket,negative,disgust
meta,11178,@News18UP Ye coaching centre Nahi hai paisa kamane ki dukane hai Sarkar ko inke khilaf Kuch na Kuch action to … https//t co/POze8Rpv4y,positive,others
meta,35775,@OryaMaqbool _ jan @AMhuktar Sir ab ye Nara bus Naam ka hi Rahe gaya he Pakistan par ajj bhi qabiz wo hi hein our un … https//t.co/JTpH7J2pyh,neutral,others
meta,40106,@ShashiTharoor Arrreee yaar maro goli apne aap ko Double MURDER is always forgiven Yea kia bakwas ker rahe ho … https//t co/QsPl5Lc4E3,negative,others
meta,28756,@RJDforIndia BJP Manuwadi Party hai.Mandal Commision recommendation ke virudh atmahatyaon ka jo silsila savarna gha … https//t.co/fo8n23o7T0,negative,sadness
meta,16930,@BrockOffcl Anna she is GUJARATI and not from North India.😂😂😂😂😂,neutral,others
meta,16955,RT @FMBhutan My heartiest congratulations to H.E.Dr.Subrahmanyam Jaishankar on appointment as the External Affairs Minister # india 🇮🇳@PM …,positive,joy
meta,27825,mhagadhbandhan bhi barabri bhi nahi kr pa raha hai bjp ki # Werdict2019WithNews18 https//t.co/5pJP1tRNKi,neutral,others
meta,7353,@RubikaLiyaquat @BoxerManojkr Rubika ji or mere bhai nishant se koi kuch nahi kahega samjh gye ki nahi islam ke thekedaro,positive,others
meta,3162,@sonamohapatra @SonyTV Aur tu is pr bhi attention lele 🤣🤣 bc itna effort apne jhaant se career ko improve krne me lg … https//t.co/eF4QRpLXBE,positive,disgust
meta,9940,@tweetingrocky @Wabbasi007 wo azaad kashmir wahan aman he baqi jamu kashmir ki zulim ki video ko insaan dekh nahi s … https//t.co/20bVYGNbra,negative,sadness
meta,31651,Hamare manniye Pradhan mantri Shree narendra modi ji ko bhavya jeet ki hardik subhkamnaye 🙏🙏🙏 jai Shree ram 🙏🙏🙏 https//t.co/lDwkQD2hV7,positive,joy
meta,22649,# YehUnDinonKiBaatHai Guys today # is looking very khali 🤔🤔🤔 So I have an idea hope u all like it 🤗🤗🤗 Share one p … https//t.co/OkQJxwvsjX,positive,joy
meta,13837,RT @BeingSalmanKhan Thank you my fans for all the love - Apka # Bharat https//t co/hdg02hVtDe,positive,joy
meta,10652,@dineshyadav1980 @RubikaLiyaquat @mlkhattar sale dogle yadav kyu tera bap maulana @yadavakhilesh ke to lag gaye … https//t co/XbUIE6vJGE,negative,disgust
meta,23922,@SamarVijay9 @rajnathsingh @HMOIndia Kyu pappu ki sarkar Me isse bhi jyda humle huye par unka kuch nahi hua ye kyu … https//tco/yWoPmoboPL,neutral,others
meta,10166,@saurabhmadeel @RanaAyyub Nahi galat ye case surim court me pending para he chaho to Google Ker ke dekhlo,neutral,others
meta,15238,@Nationalist _ Om Sabse pehale hinduo ko samjhao ke wo log appni ladkiyo ko samjhye ke kabhi kisi muslim se dosti na … https//t.co/xLm0bmzEdg,negative,sadness
meta,9140,@_ Jo _ khan Agr iss nay mazahmat ke hoti to jaan say jaty kuch nahi kar sakty thay Allah musalmano par raham kara … https//t.co/O38ShsTyZ6,positive,others
meta,6608,RT @xhafsakhan My brown ass will never admit that something I ’ m eating is too spicy I could be crying and I ’ d be like “ nahi bhai mirchi …,negative,sadness
meta,23878,RT @LudekNie Logika AB V ý rok Komise o konfliktu z á jm ů odm í t á m odm í taj í ho m í pr á vn í ci.Pro č? Č ek á me na p ř eklad a pak se vyj á d ří me ? Ch á pe …,neutral,others
meta,2727,@greatbong The only channel which doesnt claim anything is NDTV because well uske waise bhi kharab din chal rahe hain,negative,sadness
meta,24284,@Iprashant10 @TimesNow @navikakumar @thenewshour Arey mai iss Time now ke u turn pe bol raha hu.Saala modi bhakt channel,negative,disgust
meta,8598,@BJP4India @narendramodi @AmitShah Bahut bahut badhai punh pm banane per modi ji ko Bjp ki hamesa jit hote … https//t co/0cgvT0cr6e,positive,joy
meta,21139,@LVerminous @ShirishKunder No Bhakt will accept he is aBhakt even if he is an AndhBhakt.They fancy themselves as Nationalists.,neutral,others
meta,39250,# 32YearsOfMrIndia Bollywood's first sci-fi film - A MASTERPIECE ! Arun bhaiya - Seema didi The kids & Calender Hawa … https//t co/8RcTPyDLCp,positive,joy
meta,37438,@Saimakhan7777 Yar ye phla trend yaar kia ho gya Pakistani awam ko female ki to izat kro I don ’ t like her pr asy words nai use krta ma 😔,positive,sadness
meta,19488,RT @onlyDivyansh @ZeeNewsHindi Jis insan ne hamare haak se hame juda kar diya vo mahtma nhi ho sakte .... mana ki ajadi se pahle unke bade …,negative,sadness
meta,2337,@OmarAyubKhan Jo jahil patwari shukriya miyaan saanp keh rhy hain wo yeh sun lein k apky chor aur begharat leader p … https//t.co/jnd9eyB2V4,positive,others
meta,12787,@arresahil @MANJULtoons @firstpost 70 sal bad nehru ki galti hai ? Like seriously bro.Aise to bolo ki britisher's ki galti hai,negative,sadness
meta,2223,RT @ThQueenCali13 I 13Love my Mama and I forgave her for th past.She proud of who IAM & life is about forgivness & moving forward.This w …,positive,joy
meta,16845,@AmitShah Adharneeya matrijee my support would be there always my experience involved security critical operations … https//t.co/bA3S85Lwfh,positive,joy
meta,39647,RT @gSxZGXE8MZKnuKE # AlwaysStayWithLalisa H ã y lu ô n lu ô n m ỉ m c ườ i nh é Lalisa Manoban ❤️ We love …,neutral,others
meta,28059,@myogiadityanath ji ab kuchh achhe kaam bhi Kar lo warna agle chunav me Modi ji bhi nhi bacha payege .. kyu ki o ch … https//t.co/6nVhnpgrUF,negative,sadness
meta,15093,@FairyTaleMindy @arpiaaaa Looool.This reply is the best.,positive,joy
meta,2412,RT @BDonorsPakistan Assalam u alaikum Respected Members Hope you ’ re doing well and having great Ramadan Kareem Thank you for your kind …,neutral,joy
meta,11339,@nytimes That's cause we have nutty new agey humans in the U.S.Social media not helpful.Fake News !,neutral,others
meta,43910,@SulemanButt15 Yeh kutta itni asani se nai maray ga Jaise is ne jamia hafza ki hafz e Quran baghion ko phophorous b … https//t.co/FNZdlx0KI8,negative,disgust
meta,30707,@VasundharaBJP @BJP4India Bjp ko badhai.Rajasthan ki.janta bjp se kabhi naraj nahi thi ... vidhansabha ke election … https//t.co/50izvNL7gI,positive,joy
meta,11162,Peechle 5 world cup se mein coca cola ka dhakkan ke peeche ka code sms kar raela hai lekin aaj tak final mein jaan … https//t.co/P0nUaD5Ilx,neutral,others
meta,27388,RT @LibraTerms You can test a # Libra but we already know you are doing it Annoying but GAME ON,neutral,others
meta,12512,RT @LauraJaneGrace First thing I wanted to do when I turned 38 was release a record.Thank you @BSHQ for making it happen.‘ Bought To Rot ’…,positive,joy
meta,30261,@EnterMilo milo i sent you all my clips,neutral,others
meta,2884,Gali me kutte kam Snapchat per kutte jyada hai # snapchatfilter # dog # funny # say,neutral,others
meta,8227,Frndship goals be like In days of baby shona their will be one best frnd who knows the importance of yours in h … https//t.co/NCjzAyf2XF,positive,joy
meta,42138,@yashisharmaa I am not against bjp govt kaam kare dhang se to kisse problem hogi bjp haryana govt is good even t … https//t co/qpkeocWi8F,positive,others
meta,10184,RT @VishalRC007 They Write Paid & Fake Article For Some Money ??? Ye Bachcho Vaali Harkate Na Bachpan Mai Achhi Lagti Hai Esi Cheap Hark …,negative,surprise
meta,8599,@SUGAMINIEE Really ?? 10th maths is so easy yaar You have not seen life yet child,positive,surprise
meta,15849,@Raashid60080020 Teri Burkha Randi ammi aur rs20 ki behen ki chut ko jab tak koi fadega nahi tab tak tu mullah ka … https//t.co/tPGcvlLlOZ,negative,disgust
meta,19780,@@PapaJi92531904 27 feb ko bhi 12 jahazo ka jhund aya tha sirf 2 JF 17 ne maa chood di pory india ki hehehehehe # GayHind I liked that.,negative,disgust
meta,42947,@smritiirani Ji aapko jeet bahut bahut subhkamnaye aap e ek dil ki icha hai ki aap ish corrupt parivar ko jail … https//t co/WiHxU1WzRj,positive,joy
meta,39298,Yaado mein se Kuch yaade !!😍😍 Roop Mard Ka Naya Swaroop Sketched by the best SHASHANK VYAS ♥️… https//t co/RWu4RkN18W,positive,joy
meta,44481,@jigneshmevani80 @CMOGuj @VtvGujarati @abpasmitatv @tv9gujarati @GSTV _ NEWS @gujratsamachar @News18India Bhai tu tar … https//t.co/1cQq9aUacp,neutral,others
meta,17435,@PoojaShali @deepscribble Madam koi acchi kitab padho aisi violent kitaabe padhkar aap bhi violent ho jayengi.,neutral,others
meta,19096,@ppbajpai @PMOIndia @AmitShah Ye Hrudaya Parivartan kaise ! Anyways nice to see you back.,positive,joy
meta,27191,RT @RiseofBurnol Why I love Modiji too much !! He trolls in style 😂😂 Sabko pata bhi nahi chala aur Modi ne buri tarah lee li 😂😂 WE REMEMBE …,positive,joy
meta,37662,RT @HKA _ 2017 A good account on Rani Ahilyabai Holkar 👇👇👇... very inspiring 🙏 https//t.co/6qlVkbHTvx,positive,joy
meta,18160,Thank you ..! Boy jeety rahO 💕 @The _ luminous __ https//t.co/43ewL7WdLs,neutral,others
meta,38433,# Education bahut jaruri hoti hai lekin Kyu ek Kam marks walo ko regular govt college m admission nahi milta Kyu ek … https//t.co/n5VmhVqIAj,neutral,sadness
meta,3262,# WelfareAtItsBest Dera Sacha Sauda @Gurmeetramrahim Pujya guru ji ki prerna par chalte hue dera anuyayi jaha insa … https//t.co/aDCsGXakLc,positive,joy
meta,39423,Is election me Teri aukat pata chal jayegi Yahi janta tujhe for se ration card wali bai banayegi tension na le ..… https//t.co/rt5lhVCXA0,negative,sadness
meta,22306,@tufailelif Saale Do Kaudi ke Aadmi Hafeez Sayeed ke Pille Anti-Hindu Anti-Indian Kasam se Itni bakwas agar … https//t co/HPlCUPVANO,negative,disgust
meta,44673,@rohitsharmawpg @asadowaisi @narendramodi What a shame what a shame na kro yeh Narendra modi is third child Wala j … https//t.co/OjSrf7ChPg,negative,disgust
meta,38306,@DrKumarVishwas I really felt happy to meet you today at our office ... Aho bhagya humare aap hamre office padhare ..,positive,joy
meta,14525,@ANI Slap marne ka kaam koi ghatiya insan hi kr sakta hai Aise log free hote hai koi kaam nahi hai inke paas to … https//t co/FNphga6VjS,negative,disgust
meta,26214,# CongMediaBoycott ab iska kya matlab samje cong ne media ko boycott kiya hai ya media ne congress ko bahut hee confusion hai 😂😂,neutral,others
meta,13320,@KashmirIntel _ @aarifshaah Sale gandu Kashmir mee 82lakh Muslim haa 35lakh Hindu 7lakh Buddhist sharm karo kargil m … https//t.co/nXC7t9tV1a,negative,sadness
meta,18293,Mane ae nathi samjatu pure bharat me ek hi com .... surxhit nahi vo he musalmn .... dusre com ko koy problem nahi he ...… https//t.co/KuiYAMBIB0,positive,others
meta,27436,Yaadgari episode aaj ka ro pae.sabhi hum genie gulbdn aamy omaar bulbul chacha 1 no hit episode mubark neerj vy … https//t.co/yBgqAn06JJ,positive,joy
meta,20263,The best form is you call me for leave ou to leave eis a quest ã o,neutral,others
meta,16744,@HipoFaarRahaHai Iss gaade ka kya kare 🤦‍♀️ Sky and his ajeeb harkatein .. waha IF pe his UN is Deadinside 😳🙄😫 And i thought i was mental ...😂😂,negative,sadness
meta,11544,RT @BhArAthBunny777 # NewProfilePic My 6 Years of Dream 😍comes true 😎My Inspiration My Hero My Love My brother My God One and only @allua …,positive,joy
meta,31120,@azhar _ one 100% true keh rhay hn ap .... bhaut ghatay ka soda kiya hy .... I always speechless when i saw such kind of … https//t.co/qVONgp0ipR,neutral,disgust
meta,14831,@anjanaomkashyap 4- jabki main to nokri karne wala person tha 5- kisi ko nokri se nikal de ki tumhari jyda sallry … https//t co/OYDVLBjh3R,neutral,others
meta,22299,Biostatistic le dimag hang banyo I hate maths 🤯🤯,negative,fear
meta,37831,@KapilSharmaK9 @Krushna _ KAS happy birthday to u Krishna sir from Amsterdam loving Nepal,positive,joy
meta,4891,@Miss _ Ziddi110 @kiranyadav __ @RubikaLiyaquat Ji mai aapki baat se sehmat hu ... Sirf aur sirf Allah hi hidayat dene … https//t.co/UiluG4ZbgN,negative,others
meta,19936,@YogiDevnathji @MamataOfficial @AmitShah @myogiadityanath @KailashOnline @sardanarohit Mamta kutiya ..... Jai shree ram @MamataOfficial,negative,others
meta,12220,Congratulation Churu Jile se MP banne par Hamare Yuva Sansad ko Mantri Mandal Mein Shamil nahi karne ka Gam h https//t.co/9LI6xlhk5z,positive,joy
meta,11293,@itsBabarAli BSDK Uske kapdo pe mt jaa Jitna Pakistan ka budget h utne ke to Gandhi ki Bakri Badam khaa jati thi,negative,anger
meta,13039,@circleofcricket @ImRaina WTF have u gone mad guys ???? Former Indian cricketer ??? Chutiye Ho kya ... tera baap h wo smjha ???? 😡😡,negative,anger
meta,20274,RT @pooja3000rdj 😭😭😭😭😭😭😭😭😭😭😭😭 how pure n divine she is looking .... purest of all .... meri hi nazar lg jayegi ... putting ⚫⚫⚫⚫ # mallikasingh …,positive,joy
meta,28115,@manav _ walia All the very best.Koi kaam ho ti btaa dena,neutral,others
meta,22309,DIGVIJAY SINGH GADAR BATLA RAKSHAK TERE PAS KUTTA HAI TUO TU OOS SE `` BAFADARI `` SIKHLE.KUTTA BHI JIS THALI MEY K … https//t.co/xllwKKona1,negative,anger
meta,16611,@haris1khan irrelevant.my point is nobody cares what men find funny or amusing.lambi mat karo aur nikal lo x,neutral,others
meta,22398,@beula _ pandu @UrvashiJaiswal7 @Friendly _ bini @justvoot Hey don't be sad you know ' CHINA KA MAAL ' is not ' Tikau ' an … https//t co/S34nEAgssY,neutral,others
meta,13237,@ashu _ chdry @kansaratva @LostByWaves I had that book in my first semester.To be honest I still love that book.☺️,positive,joy
meta,42646,@golirok @BTS _ twt Allah ap ko maaf nahi karay ga @BTS _ twt jungkook,negative,sadness
meta,16688,@renu _ 18 @ExSecular paagal ho gayi hai ye budhiya isi ko to kehte hain sathiya jaana .... she is above the age … https//t.co/QwWISUFj3T,negative,sadness
meta,24843,@anu2181 Apne RT.nhi ki apni tareef ..🙄 Kyu 🤔 Ohh 😯😯 Ladkon ko pata chal jayega ...😲 U r married 😜n still gazab looking 😄😄😅😅,positive,joy
meta,12592,@1991suraj1 @mvijayshankar @AyushyaKhanna @AshiQuotes @AtishiAAP @GautamGambhir Arey chutiye suraj ko likha yeh.S … https//t.co/PwW0bEsFvi,negative,sadness
meta,19131,@sardesairajdeep Band Baja Barat also over once for all to PAID media PAID reportings Tukre Tukre Gang Award Wap … https//t.co/NJbdJT6PVS,neutral,others
meta,21190,@Mahende67015515 @myogiadityanath @MamataOfficial BJP it cell toh chaat ti rehti hai Dange karane k liye baithi hai bc,negative,sadness
meta,5294,RT @Hritik31822083 @narendramodi Sir ye # congress logo change kr do Kyoki election harne ke bad ye # Tiranga dustbin me jata h or pta nhi …,negative,sadness
meta,40343,RT @Rehan _ ulhaq Nothing better than Pak cricket twitter after a defeat the quality of humour is top class.No ppl are better at laughing …,neutral,others
meta,22839,@sambitswaraj sir we miss uhh from puri ek umeed jaagi thi ki aap jeetenge sir agli baar aap yahin se ladna odisha … https//t.co/14Ksag1oic,neutral,others
meta,21579,@mani _ 410 @Iamben27 SA sabhi WC me semi final toh khelti but iss baar toh vo bhi nahi hoga.BB11 ke time kisko predict kiya tha ? Hina ?,neutral,others
meta,28373,BC wahan Sarfaraz keh raha hai k Amir mukamal fit hai phela match khelne k liye yahan tum chawlain mar rahe ho https//t co/BredoQ3bBF,negative,sadness
meta,6635,@AzmaBokhari PTI k log jahalat k onchy darjy pe fa ’ iz hain ye just bkwas kerna janty hain practically ye fail ho ch … https//t.co/bLZ3aOljTa,negative,sadness
meta,2360,RT @DailyO _ Pradhan Mantri Modi's Raksha Kavach Why India's women helped PM Modi emerge stronger in 2019 | @Sanju _ Verma _ | https//t co/Y …,neutral,others
meta,18787,@ArvindKejriwal @msisodia 1 ) Public review humne to vote diya tha .. Seems planted Q & A.2 We r not getting 24hr power … https//t.co/Zvm7VOJ6y6,neutral,others
meta,10191,@LambaAlka Ye log hi desh ko chalayege alka ji Kyo ab enki sarkar jo man me aayega o hi karege deshdraohi sadhvi pragya,negative,disgust
